,@cant_adj,@desc_articulo,@desc_color,@desc_detalle_variante,@desc_marca,@id_articulo,@id_color,@id_compra,@id_detalle_variante,@id_marca,@id_moneda,@id_unidad,@id_variante,@medida_presentacion,@medida_variante,@nombre_comercial,@nro_doc_prov,@nro_item,@precio_tot_imp,@precio_unit,@presentacion,@tipo_doc_prov,@unidad,@unidad_medida_presentacion,@unidad_medida_variante,@variante,key_id,@variacion
829,100.00,PERFIL L DE HIERRO DE ALAS IGUALES,,,,555,,672509,,,1,22,19805|58|569,6,3/16 X 1 1/4,BARRACA DE HIERROS SAN MARTIN S A,210002430010,23,1812.9200000000001,14.8600,BARRA,R,UNIDAD,M,PLG,ESPESOR x ANCHO,8.0,
830,10.00,PLANCHUELA DE HIERRO,,,,1331,,672509,,,1,22,15468|1|1,-----,1 1/4 x 1/8,BARRACA DE HIERROS SAN MARTIN S A,210002430010,28,74.049999999999997,6.0700,-----,R,UNIDAD,-----,PLG X PLG,ANCHO X ESPESOR,9.0,
831,10.00,PLANCHUELA DE HIERRO,,,,1331,,672509,,,1,22,15469|1|1,-----,1 1/2 x 1/8,BARRACA DE HIERROS SAN MARTIN S A,210002430010,29,88.939999999999998,7.2900,-----,R,UNIDAD,-----,PLG X PLG,ANCHO X ESPESOR,10.0,
832,10.00,PLANCHUELA DE HIERRO,,,,1331,,672509,,,1,22,15467|1|1,-----,1 x 1/8,BARRACA DE HIERROS SAN MARTIN S A,210002430010,30,59.289999999999999,4.8600,-----,R,UNIDAD,-----,PLG X PLG,ANCHO X ESPESOR,11.0,
833,10.00,VARILLA DE HIERRO REDONDA COMUN (LISA),,,,404,,672509,,,1,22,943|58|569,6,10,BARRACA DE HIERROS SAN MARTIN S A,210002430010,47,45.630000000000003,3.7400,BARRA,R,UNIDAD,M,MM,DIAMETRO,12.0,
834,10.00,VARILLA DE HIERRO REDONDA COMUN (LISA),,,,404,,672509,,,1,22,1530|58|569,6,16,BARRACA DE HIERROS SAN MARTIN S A,210002430010,48,116.88,9.5800,BARRA,R,UNIDAD,M,MM,DIAMETRO,13.0,
835,20.00,VARILLA DE HIERRO REDONDA COMUN (LISA),,,,404,,672509,,,1,22,1829|58|569,6,19,BARRACA DE HIERROS SAN MARTIN S A,210002430010,49,332.32999999999998,13.6200,BARRA,R,UNIDAD,M,MM,DIAMETRO,14.0,
836,10.00,VARILLA DE HIERRO REDONDA COMUN (LISA),,,,404,,672509,,,1,22,1136|58|569,6,12,BARRACA DE HIERROS SAN MARTIN S A,210002430010,50,65.760000000000005,5.3900,BARRA,R,UNIDAD,M,MM,DIAMETRO,15.0,
837,10.00,VARILLA DE HIERRO REDONDA COMUN (LISA),,,,404,,672509,,,1,22,1331|58|569,6,14,BARRACA DE HIERROS SAN MARTIN S A,210002430010,51,90.159999999999997,7.3900,BARRA,R,UNIDAD,M,MM,DIAMETRO,16.0,
838,1000.00,TORNILLO ALLEN CABEZA CILINDRICA MILIMETRICA,,,,3255,,672509,,,0,22,16637|1|1,-----,12(1.75) x 60,MILAND SOCIEDAD ANONIMA,210742160017,34,24644,20.2000,-----,R,UNIDAD,-----,MM,DIAMETRO ROSCA x LONGITUD,17.0,
839,4000.00,TORNILLO PHILIPS DE HIERRO CABEZA FRESADA PARA MADERA,,,,11855,,672509,,,0,22,19554|1|1,-----,20 X 40,MILAND SOCIEDAD ANONIMA,210742160017,36,2334.5900000000001,0.4784,-----,R,UNIDAD,-----,N/MM,NUMERO/LONGITUD,18.0,
840,1000.00,TORNILLO PHILIPS DE HIERRO CABEZA FRESADA PARA MADERA,,,,11855,,672509,,,0,22,19939|1|1,-----,20 X 50,MILAND SOCIEDAD ANONIMA,210742160017,37,710.27999999999997,0.5822,-----,R,UNIDAD,-----,N/MM,NUMERO/LONGITUD,19.0,
841,4000.00,TORNILLO PHILIPS DE HIERRO CABEZA FRESADA PARA MADERA,,,,11855,,672509,,,0,22,18470|1|1,-----,20 X 30,MILAND SOCIEDAD ANONIMA,210742160017,38,1863.6700000000001,0.3819,-----,R,UNIDAD,-----,N/MM,NUMERO/LONGITUD,20.0,
842,1000.00,TORNILLO PHILIPS DE HIERRO CABEZA FRESADA PARA MADERA,,,,11855,,672509,,,0,22,16110|1|1,-----,21 x 60,MILAND SOCIEDAD ANONIMA,210742160017,39,1074.8199999999999,0.8810,-----,R,UNIDAD,-----,N/MM,NUMERO/LONGITUD,21.0,
843,1000.00,TORNILLO PHILIPS DE HIERRO CABEZA FRESADA PARA MADERA,,,,11855,,672509,,,0,22,51144|1|1,-----,21 X 70,MILAND SOCIEDAD ANONIMA,210742160017,40,1387.99,1.1377,-----,R,UNIDAD,-----,N/MM,NUMERO/LONGITUD,22.0,
844,4000.00,TORNILLO PHILIPS DE HIERRO CABEZA FRESADA PARA MADERA,,,,11855,,672509,,,0,22,19938|1|1,-----,20 X 45,MILAND SOCIEDAD ANONIMA,210742160017,41,2514.1799999999998,0.5152,-----,R,UNIDAD,-----,N/MM,NUMERO/LONGITUD,23.0,
845,4000.00,TORNILLO PHILIPS DE HIERRO CABEZA FRESADA PARA MADERA,,,,11855,,672509,,,0,22,19361|1|1,-----,20 X 35,MILAND SOCIEDAD ANONIMA,210742160017,42,2121.8200000000002,0.4348,-----,R,UNIDAD,-----,N/MM,NUMERO/LONGITUD,24.0,
846,2000.00,TORNILLO PHILIPS DE HIERRO CABEZA FRESADA PARA MADERA,,,,11855,,672509,,,0,22,19555|1|1,-----,20 X 25,MILAND SOCIEDAD ANONIMA,210742160017,43,807.63999999999999,0.3310,-----,R,UNIDAD,-----,N/MM,NUMERO/LONGITUD,25.0,
847,1000.00,TUERCA AUTOBLOCANTE ROSCA METRICA,,,,3138,,672509,,,0,22,16524|1|1,-----,12(1.75),MILAND SOCIEDAD ANONIMA,210742160017,44,3024.3800000000001,2.4790,-----,R,UNIDAD,-----,MM X NRO.HILOS,DIAMETRO x PASE DE ROSCA,26.0,
848,1000.00,TUERCA AUTOBLOCANTE ROSCA NC,,,,1172,,672509,,,0,22,14980|1|1,-----,1/4,MILAND SOCIEDAD ANONIMA,210742160017,46,960.50999999999999,0.7873,-----,R,UNIDAD,-----,PLG,DIAMETRO POR LONGITUD,27.0,
849,40.00,AGUARRAS VEGETAL,,,,3772,,672509,,,0,12,1|40|943,10,-----,SCALABRINI DE MAINE JORGE DANIEL,212319150018,1,5509.96,112.9090,BIDON,R,L,L,-----,-----,28.0,
850,135.00,HOJA DE MDF CON RECUBRIMIENTO MELAMINICO,BLANCO,,,14212,8,672509,,,2,15,280|1|1,-----,3,SACRIMAR S A,212692440018,15,887.73000000000002,5.3900,-----,R,M2,-----,MM,ESPESOR,29.0,
851,450.00,HOJA DE MDF CON RECUBRIMIENTO MELAMINICO,BLANCO,,,14212,8,672509,,,2,15,1729|1|1,-----,18,SACRIMAR S A,212692440018,18,8004.4200000000001,14.5800,-----,R,M2,-----,MM,ESPESOR,30.0,
852,90.00,HOJA DE MDF CON RECUBRIMIENTO MELAMINICO,AZUL,,,14212,5,672509,,,2,15,1729|1|1,-----,18,SACRIMAR S A,212692440018,19,3436.7399999999998,31.3000,-----,R,M2,-----,MM,ESPESOR,31.0,
853,450.00,PLACA DE MDF,,,,12537,,672509,,,2,15,1729|1|1,-----,18,SACRIMAR S A,212692440018,24,7400.5200000000004,13.4800,-----,R,M2,-----,MM,ESPESOR,32.0,
854,90.00,PLACA DE MDF,,,,12537,,672509,,,2,15,1430|1|1,-----,15,SACRIMAR S A,212692440018,25,1158.3900000000001,10.5500,-----,R,M2,-----,MM,ESPESOR,33.0,
855,90.00,PLACA DE MDF,,,,12537,,672509,,,2,15,848|1|1,-----,9,SACRIMAR S A,212692440018,26,738.95000000000005,6.7300,-----,R,M2,-----,MM,ESPESOR,34.0,
856,90.00,PLACA DE MDF,,,,12537,,672509,,,2,15,280|1|1,-----,3,SACRIMAR S A,212692440018,27,294.25999999999999,2.6800,-----,R,M2,-----,MM,ESPESOR,35.0,
857,20.00,PROTECTOR PARA MADERA,,,,11206,,672509,,,2,12,1|10|85,1,-----,SACRIMAR S A,212692440018,31,242.05000000000001,9.9200,LATA,R,L,L,-----,-----,36.0,OPCION 2
858,80.00,PROTECTOR PARA MADERA,CEDRO,,,11206,12,672509,,,2,12,1|6|378,4,-----,SACRIMAR S A,212692440018,32,903.77999999999997,9.2600,ENVASE,R,L,L,-----,-----,37.0,OPCION 2
859,4000.00,TORNILLO CABEZA OVAL CON TUERCA DE HIERRO GALVANIZADO,,,,1567,,672509,,,2,22,15524|1|1,-----,3/16 x 1 1/2,SACRIMAR S A,212692440018,35,341.60000000000002,0.0700,-----,R,UNIDAD,-----,PLG,DIAMETRO POR LONGITUD,38.0,OPCION 2
860,4000.00,TUERCA AUTOBLOCANTE ROSCA NC,,,,1172,,672509,,,2,22,15020|1|1,-----,3/16,SACRIMAR S A,212692440018,45,195.19999999999999,0.0400,-----,R,UNIDAD,-----,PLG,DIAMETRO POR LONGITUD,39.0,OPCION 2
861,200.00,CUBRE CANTO DE ABS,GRIS HUMO,,,72370,266,672509,,,0,14,96621|1|1,-----,1 X 22,DAVVE SRL,215122480016,10,3904,16.0000,-----,R,M,-----,MM X MM,ESPESOR x ANCHO,40.0,OPCION 2
862,400.00,CUBRE CANTO DE ABS,BLANCO,,,72370,8,672509,,,0,14,96621|1|1,-----,1 X 22,DAVVE SRL,215122480016,11,6295.1999999999998,12.9000,-----,R,M,-----,MM X MM,ESPESOR x ANCHO,41.0,OPCION 2
863,1.00,CABLE INTERMEDIARIO PARA MONITOREO ECG,,-----,DRAEGER,17617,,728458,230869,936,0,22,1|1|1,-----,-----,RAXO S.A.,214477710010,1,3599,2950.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,
864,2.00,PROCESADORA DE ALIMENTOS,,,,336,,722625,,,0,22,1|1|1,-----,-----,SONIBEL SOCIEDAD ANONIMA,215070200018,1,58843.529999999999,24116.2000,-----,R,UNIDAD,-----,-----,-----,1.0,
865,1.00,SERVICIO DE ALINEACION PARA EQUIPO DE TRANSPORTE,,,,26553,,728464,,,0,22,21513|1|1,-----,CAMIONETA,LARRATEA NEUMATICOS LIMITADA,140095430011,1,2070,1696.7200,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,1.0,
866,63.00,COBIMETINIB ( COMPRIMIDOS),,COTELLIC,ROCHE,74580,,728313,257172,746,0,186,1929|172|6229,63,20,ROCHE INTERNATIONAL LTD,210101830017,1,134639.16,1904.7500,BLISTER,R,COMPRIMIDO,COMPRIMIDO,MG,CONCENTRACION,1.0,
867,224.00,VEMURAFENIB (COMPRIMIDOS),,ZELBORAF,ROCHE,71182,,728313,251858,746,0,243,15003|1|1,-----,240,ROCHE INTERNATIONAL LTD,210101830017,2,134641.44,535.7200,-----,R,COMPRIMIDO (CM),-----,MG,CONCENTRACION,2.0,
868,120.00,ACETATO DE ABIRATERONA (COMPRIMIDOS),,KESTAVA,GRAMON BAGO,70015,,728323,257250,102,0,243,14972|318|11929,120,250,GRAMON BAGO DE URUGUAY S A,210140630015,1,7293.4499999999998,54.1700,ENVASE,R,COMPRIMIDO (CM),COMPRIMIDO (CM),MG,CONCENTRACION,1.0,
869,1.00,OMALIZUMAB ( INYECTABLE),,XOLAIR,MURRY,73360,,728320,257371,1277,0,527,14929|347|1,-----,150,MURRY S A,214843360014,1,34108.800000000003,30400.0000,AMPOLLAS,R,AMPOLLA,INYECTABLE (SC),-----,CONCENTRACION,1.0,
870,1.00,SERVICIO DE ALINEACION PARA EQUIPO DE TRANSPORTE,,,,26553,,728466,,,0,22,21513|1|1,-----,CAMIONETA,LARRATEA NEUMATICOS LIMITADA,140095430011,1,3690,3024.5900,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,1.0,
871,2.00,PERTUZUMAB (INYETCTABLE),,PERJECTA,ROCHE,72208,,728319,260171,746,0,527,17159|343|1,-----,420,ROCHE INTERNATIONAL LTD,210101830017,1,198838.60000000001,88609.0000,AMPOLLAS,R,AMPOLLA,INYECTABLE (IV),MG,CONCENTRACION,1.0,
872,1.00,REPARACION DE INSTRUMENTAL QUIRURGICO,,,,26634,,718076,,,0,22,1|1|1,-----,-----,CAZENAVE LOPEZ MIRTA LILIAN,215439210012,1,900,900.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,
873,21.00,LENALIDOMIDA (COMPRIMIDOS),,LADEVINA 15 MG,CUFRE,65246,,728312,252132,967,0,186,1430|172|2029,21,15,BIOTOSCANA URUGUAY S.A.,211231950010,1,89760.149999999994,3809.5300,BLISTER,R,COMPRIMIDO,COMPRIMIDO,MG,CONCENTRACION,1.0,
874,60.00,NINTEDANIB ( COMPRIMIDOS),,OFEV,BOEHRINGER INGELHEIM,74859,,728240,257495,715,0,186,14929|172|2929,30,150,BOEHRINGER INGELHEIM S A,212514220011,1,86391.080000000002,1283.2900,BLISTER,R,COMPRIMIDO,COMPRIMIDO,MG,CONCENTRACION,1.0,
875,1.00,REPARACION DE EQUIPO DE MONITOREO,,,,15173,,728469,,,0,22,1|1|1,-----,-----,RAXO S.A.,214477710010,1,1464,1200.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
876,1.00,SERVICIO DE ALINEACION PARA EQUIPO DE TRANSPORTE,,,,26553,,728470,,,0,22,21513|1|1,-----,CAMIONETA,LARRATEA NEUMATICOS LIMITADA,140095430011,1,2400,1967.2100,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,1.0,
877,2.00,PEMBROLIZUMAB ( INYECTABLE),,KEYTRUDA,CIBELES,75247,,728237,258387,1330,0,527,9929|343|1,-----,100,COMPAÑIA CIBELES S A,210567970019,1,334356,149000.0000,AMPOLLAS,R,AMPOLLA,INYECTABLE (IV),MG,CONCENTRACION,1.0,
878,1.00,BEVACIZUMAB (INYECTABLE),,AVASTIN 100 MG,ROCHE,27666,,728236,231038,746,0,527,9929|343|1,-----,100,ROCHE INTERNATIONAL LTD,210101830017,1,11259.15,10034.8900,AMPOLLAS,R,AMPOLLA,INYECTABLE (IV),MG,CONCENTRACION,1.0,
879,2.00,BEVACIZUMAB (INYECTABLE),,AVASTIN 400 MG,ROCHE,27666,,728236,231039,746,0,527,14979|343|1,-----,400,ROCHE INTERNATIONAL LTD,210101830017,2,82978.389999999999,36977.8900,AMPOLLAS,R,AMPOLLA,INYECTABLE (IV),MG,CONCENTRACION,2.0,
880,8760.00,SERVICIO DE GUARDIA DE SEGURIDAD,,,,8009,,698693,,,0,46,1|1|1,-----,-----,MUNIZ SONIA,030052900012,1,2554240.7999999998,239.0000,-----,R,HORA,-----,-----,-----,1.0,Mejora de oferta
881,12.00,ARRENDAMIENTO DE CIRCUITO CERRADO DE TV,,,,12190,,698693,,,0,219,1|1|1,-----,-----,MUNIZ SONIA,030052900012,2,0,0.0000,-----,R,MENSUAL,-----,-----,-----,2.0,2
882,28.00,FINGOLIMOD (COMPRIMIDOS),,LEBRINA,NOLVER,70628,,728229,255693,1424,0,186,39|172|2729,28,0.5,NOLVER S A,211455890011,1,13464.27,428.5800,BLISTER,R,COMPRIMIDO,COMPRIMIDO,%,CONCENTRACION,1.0,
883,1.00,AGUA MINERAL,,,,4475,,728472,,,0,22,20643|6|182,2,CON GAS,MACHADO LOTITO MARTHA LILIAN,140096950019,1,31714,25995.0810,ENVASE,R,UNIDAD,L,-----,TIPO,1.0,
884,4.00,NIVOLUMAB ( INYECTABLE),,OPDIVO,SCIENZA URUGUAY,74929,,728228,257645,1386,1,527,9929|343|1,-----,100,MURRY S A,214843360014,1,10771.200000000001,2400.0000,AMPOLLAS,R,AMPOLLA,INYECTABLE (IV),MG,CONCENTRACION,1.0,
885,28.00,FINGOLIMOD (COMPRIMIDOS),,LEBRINA,NOLVER,70628,,728219,255693,1424,0,186,39|172|2729,28,0.5,NOLVER S A,211455890011,1,13464.27,428.5800,BLISTER,R,COMPRIMIDO,COMPRIMIDO,%,CONCENTRACION,1.0,
886,8.00,RITUXIMAB (INYECTABLE),,MABTHERA 100 MG,ROCHE,17028,,728206,238849,746,0,22,9929|343|943,10,100,ROCHE INTERNATIONAL LTD,210101830017,1,40107.010000000002,4468.2500,AMPOLLAS,R,UNIDAD,INYECTABLE (IV),MG,CONCENTRACION,1.0,
887,2.00,SECUKINUMAB,,COSENTYX,SCIENZA URUGUAY,74926,,728193,259133,1386,0,527,14929|347|1,-----,150,MURRY S A,214843360014,1,28050,12500.0000,AMPOLLAS,R,AMPOLLA,INYECTABLE (SC),MG,CONCENTRACION,1.0,
888,50.00,PAPEL PARA IMPRESORA Y/O FOTOCOPIADORA 75 G/M2,BLANCO,,,33672,8,727248,,,0,22,14930|96|14973,500,A4,IMPRENTA LA ECONOMICA S A,210001840010,1,7487.75,122.7500,PAQUETE,R,UNIDAD,HOJA,-----,FORMATO,1.0,PAPEL A4 DE 75 grs. FANACOPY
889,50.00,PAPEL PARA IMPRESORA Y/O FOTOCOPIADORA 75 G/M2,BLANCO,,,33672,8,727248,,,0,22,14930|96|14973,500,A4,MOSCA HNOS S A,210002810018,1,6954,114.0000,PAQUETE,R,UNIDAD,HOJA,-----,FORMATO,2.0,PAPEL A4 DE 75 grs. FANACOPY
890,21.00,PALBOCICLIB (COMPRIMIDOS),,IBRANCE,PFIZER,74858,,728192,257493,285,0,186,12429|172|2029,21,125,WARNER LAMBERT DEL URUGUAY S A,211083120015,1,165601.75,7028.3400,BLISTER,R,COMPRIMIDO,COMPRIMIDO,MG,CONCENTRACION,1.0,
891,1.00,TRAMETINIB ( COMPRIMIDOS),,MEKINIST,SCIENZA URUGUAY,75236,,728093,258430,1386,0,243,39|236|2929,30,0.5,MURRY S A,214843360014,1,140250,125000.0000,BLISTER,R,COMPRIMIDO (CM),COMPRIMIDO (CM),MG,CONCENTRACION,1.0,
892,3.00,MANTENIMIENTO Y REP. DE VEHICULOS Y EQUIPOS INDUSTRIALES NO TRACCIONADOS,,,,26546,,728474,,,0,22,1|1|1,-----,-----,TECNOCAR S.A.,213198610011,1,35026.199999999997,9570.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
893,1000.00,TUBO DE POLIPROPILENO,,,,57291,,724933,,,0,22,1|1|1,-----,-----,NIPRO MEDICAL CORPORATION - SUCURSAL URUGUAY,216155020012,1,1342,1.1000,-----,R,UNIDAD,-----,ML,CAPACIDAD,1.0,Tubo cónico de orina 10ml
894,3.00,CAJA PARA HERRAMIENTAS,,,,8253,,724934,,,0,22,1|1|1,-----,-----,MERCOLUZ S A,211454500015,1,3339.4899999999998,912.4300,-----,R,UNIDAD,-----,-----,PARA,1.0,
895,5.00,EMBUDO PLASTICO,,,,3724,,724934,,,0,22,848|1|1,-----,9,SANQUILCO SOCIEDAD ANONIMA,217009690015,2,277.55000000000001,45.5000,-----,R,UNIDAD,-----,CM,DIAMETRO,2.0,
896,3.00,EMBUDO PLASTICO,,,,3724,,724934,,,0,22,943|1|1,-----,10,SANQUILCO SOCIEDAD ANONIMA,217009690015,3,285.48000000000002,78.0000,-----,R,UNIDAD,-----,CM,DIAMETRO,3.0,
897,3.00,CETUXIMAB (INYECTABLE),,ERBITUX,TERGEN PHARMA,64934,,727988,244776,1151,1,527,473|343|1,-----,5,TERGEN S.A.,215914680014,1,3989.1799999999998,1185.1400,AMPOLLAS,R,AMPOLLA,INYECTABLE (IV),MG,CONCENTRACION,1.0,
898,1.00,BOLSA DE NYLON,NEGRO,,,28601,24,728476,,,0,22,14942|1|1,-----,60 X 60,MACHADO LOTITO MARTHA LILIAN,140096950019,1,18390,15073.7700,-----,R,UNIDAD,-----,CM,LARGO X ANCHO,1.0,
899,2.00,SISTEMA DE ALIMENTACION ININTERRUMPIDA (UPS),,,,9279,,727753,,,0,22,14973|1|1,-----,500,ZARDOK S A,214677960010,2,3782,1550.0000,-----,R,UNIDAD,-----,W,POTENCIA,1.0,UPS FORZA NT -502C GARANTIA 2 AÑOS
900,1.00,EQUIPO DE AIRE ACONDICIONADO SPLIT,,,,4472,,727753,,,0,22,21228|1|1,-----,18000,ELECTROAIRE SRL,215506910017,1,16546.860000000001,13563.0000,-----,R,UNIDAD,-----,BTU / H,POTENCIA,2.0,Opción 1 ON/OFF: Suministro de 1 equipo de aire acondicionado 18.000 BTU
901,2.00,SILLON RECLINABLE,,,,74977,,727309,,,0,22,1|1|1,-----,-----,MOBILART EQUIPAMIENTOS SOCIEDAD ANONIMA,211784920018,1,23067.759999999998,9454.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
902,4.00,"NEUMATICO PARA AUTOMOVILES, CAMIONETAS Y MICROBUSES",,,,7570,,728475,,,1,22,23598|1|1,-----,165 70 R13,ROLCON S.A.,213809880010,1,225.99000000000001,46.3100,-----,R,UNIDAD,-----,-----,MEDIDA,1.0,
903,1.00,PAPA (USO HUMANO),,,,125,,728478,,,0,11,68179|1|1,-----,BLANCA LAVADA/I/GRANDE,MACHADO LOTITO MARTHA LILIAN,140096950019,1,3875,3522.7272,-----,R,KG,-----,-----,VARIEDAD/CALIDAD/CALIBRE,1.0,
904,1.00,LIBRO,,,,9924,,725637,,,0,22,1|1|1,-----,-----,AMALIO M FERNANDEZ S R L,212029060016,1,500,409.8370,-----,R,UNIDAD,-----,-----,TIPO,1.0,ABAL OLIU CODIGO DEL PROCESO PENAL
905,1.00,LIBRO,,,,9924,,725637,,,0,22,1|1|1,-----,-----,AMALIO M FERNANDEZ S R L,212029060016,1,600,491.8030,-----,R,UNIDAD,-----,-----,TIPO,2.0,FERNANDEZ G PRINCIPIOS GRALES DEL DERECHO PENAL
906,1.00,LIBRO,,,,9924,,725637,,,0,22,1|1|1,-----,-----,AMALIO M FERNANDEZ S R L,212029060016,1,680,557.3770,-----,R,UNIDAD,-----,-----,TIPO,3.0,SECCO BLANC EL NUEVO CPP (LAS INSTRUCCIONES GENERALES)
907,1.00,LIBRO,,,,9924,,725637,,,0,22,1|1|1,-----,-----,AMALIO M FERNANDEZ S R L,212029060016,1,1200,983.6070,-----,R,UNIDAD,-----,-----,TIPO,4.0,MALET SILVA CODIGO PENAL
908,1.00,LIBRO,,,,9924,,725637,,,0,22,1|1|1,-----,-----,AMALIO M FERNANDEZ S R L,212029060016,1,1400,1147.5410,-----,R,UNIDAD,-----,-----,TIPO,5.0,ABAL OLIU (IUDP) CURSO SOBRE EL NUEVO CPP (TOMO 1)
909,1.00,LIBRO,,,,9924,,725637,,,0,22,1|1|1,-----,-----,AMALIO M FERNANDEZ S R L,212029060016,1,1400,1147.5410,-----,R,UNIDAD,-----,-----,TIPO,6.0,ABAL OLIU (IUDP) CURSO SOBRE EL NUEVO CPP (TOMO 2)
910,2.00,PEMBROLIZUMAB ( INYECTABLE),,KEYTRUDA,CIBELES,75247,,728190,258387,1330,0,527,9929|343|1,-----,100,COMPAÑIA CIBELES S A,210567970019,1,334356,149000.0000,AMPOLLAS,R,AMPOLLA,INYECTABLE (IV),MG,CONCENTRACION,1.0,
911,50.00,MANIJA REGULABLE CROMADA,,,,11813,,724497,,,0,22,1|1|1,-----,-----,MONTECUIR S.A.,214133240013,1,19642,322.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
912,1.00,CARNE VACUNA (USO HUMANO),,,,7654,,728480,,,0,11,23500|1|1,-----,CUARTO TRASERO A 3 COST.,MACROMERCADO MAYORISTA S A,211589950019,1,8771,7973.6363,-----,R,KG,-----,-----,CORTES,1.0,
913,120.00,ACETATO DE ABIRATERONA (COMPRIMIDOS),,KESTAVA,GRAMON BAGO,70015,,728187,257250,102,0,243,14972|318|11929,120,250,GRAMON BAGO DE URUGUAY S A,210140630015,1,7293.4499999999998,54.1700,ENVASE,R,COMPRIMIDO (CM),COMPRIMIDO (CM),MG,CONCENTRACION,1.0,
914,1.00,CARNE VACUNA (USO HUMANO),,,,7654,,728483,,,0,11,20555|1|1,-----,ASADO SIN VACIO,MACROMERCADO MAYORISTA S A,211589950019,1,10274,9340.0000,-----,R,KG,-----,-----,CORTES,1.0,
915,100.00,IMPRESION DE CARPETA,,,,11866,,728481,,,0,22,1|1|1,-----,-----,RUMILFAX SOCIEDAD ANONIMA,213416610018,1,47580,390.0000,-----,R,UNIDAD,-----,CM,FORMATO,1.0,20 unidades color gris. 80 unidades color negro semi mate.
916,21.00,POMALIDOMIDA,,POMALYST 4 MG,NOLVER,75506,,728083,258696,1424,0,186,378|172|2029,21,4,NOLVER S A,211455890011,1,384340.98999999999,16311.9000,BLISTER,R,COMPRIMIDO,COMPRIMIDO,MG,CONCENTRACION,1.0,
917,1.00,BOMBA DE AGUA DE MOTOR,,-----,VOEST ALPINE,11103,,726205,47795,682,0,22,21520|1|1,-----,OTROS,GRUPO CELSIUS S.R.L.,217722440011,1,7313.8999999999996,5995.0000,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,1.0,para equipo de aire acondicionado AA N° 268
918,60.00,RUXOLITINIB (COMPRIMIDOS),,JAKAVI,SCIENZA URUGUAY,72143,,728082,255848,1386,0,186,1430|172|5929,60,15,MURRY S A,214843360014,1,152382.19,2263.5500,BLISTER,R,COMPRIMIDO,COMPRIMIDO,MG,CONCENTRACION,1.0,
919,60.00,RUXOLITINIB (COMPRIMIDOS),,JAKAVI,SCIENZA URUGUAY,72143,,728077,255882,1386,0,186,1929|172|5929,60,20,MURRY S A,214843360014,1,180197.45999999999,2676.7300,BLISTER,R,COMPRIMIDO,COMPRIMIDO,MG,CONCENTRACION,1.0,
920,40.00,SERVICIO DE BULLDOZER,,,,0,0,i285961,,,0,46,,,,NAECOM S A,213671790018,1,192760,3950.0000,,R,HORA,,,,1.0,
921,21.00,LENALIDOMIDA (COMPRIMIDOS),,LADEVINA 5 MG,CUFRE,65246,,727471,252131,967,0,186,473|172|2029,21,5,GRAMON BAGO DE URUGUAY S A,210140630015,1,13464.01,571.4290,BLISTER,R,COMPRIMIDO,COMPRIMIDO,MG,CONCENTRACION,1.0,
922,500.00,SILUETA PARA PRACTICA DE TIRO,,,,64367,,728486,,,0,22,1|1|1,-----,-----,JARQUE S R L,211742930015,1,6100,10.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
923,28.00,FINGOLIMOD (COMPRIMIDOS),,LEBRINA,NOLVER,70628,,727473,255693,1424,0,186,39|172|2729,28,0.5,NOLVER S A,211455890011,1,13463.959999999999,428.5700,BLISTER,R,COMPRIMIDO,COMPRIMIDO,%,CONCENTRACION,1.0,
924,120.00,ACETATO DE ABIRATERONA (COMPRIMIDOS),,KESTAVA,GRAMON BAGO,70015,,727878,257250,102,0,243,14972|318|11929,120,250,GRAMON BAGO DE URUGUAY S A,210140630015,1,7293.4499999999998,54.1700,ENVASE,R,COMPRIMIDO (CM),COMPRIMIDO (CM),MG,CONCENTRACION,1.0,
925,36.00,MESA DE NOCHE HOSPITALARIA,,,,70297,,708627,,,0,22,1|1|1,-----,-----,MEDI IMPORT S.A.,212291040019,3,182268,4150.0000,-----,R,UNIDAD,-----,-----,-----,1.0,OPC C MESA DE LUZ MARCA FOSHAN MODELO FS578
926,30.00,MESA DE CAMA HOSPITALARIA,,,,70298,,708627,,,0,22,1|1|1,-----,-----,MEDI IMPORT S.A.,212291040019,4,76128,2080.0000,-----,R,UNIDAD,-----,-----,-----,2.0,MESA DE COMER EN LA CAMA EN MDF MARCA FOSHAN
927,6.00,TUBO DE LUZ LED,,,,67301,,705462,,,0,22,848|1|1,-----,9,FIERRO VIGNOLI S A FIVISA,210000400017,1,226.91999999999999,31.0000,-----,R,UNIDAD,-----,W,POTENCIA,1.0,
